N,Mean,Median,SD,Min,Q10,Q25,Q75,Q90,Max
167,2.4670574648505412,2.357295493431781,1.2700264850235166,0.2626163584163733,0.8391490420052502,1.4129848254240984,3.4236799908164874,4.043559271247847,6.777239281197482
